Date,AAPL,BA,T,MGM,AMZN,IBM,TSLA,GOOG,sp500
2013-04-23,166059600,3130700,25108800,7983400,2270600,6296100,3733800,4601600,3565150000
2013-04-24,242412800,9231700,61126900,10019300,1852800,3693900,2630000,3671800,3598240000
2013-04-25,96209400,5766100,35807500,16761800,6116500,4650900,2795900,3999200,3908580000
2013-04-26,191024400,5910600,33202800,13146300,14030000,3490300,3622100,4993900,3198620000
2013-04-29,160081600,6265900,18914300,11317600,7117000,5932400,3639700,4618800,2891200000
2013-04-30,172884600,4714300,24144700,15314700,4248800,7539900,5522600,4630600,3745070000
2013-05-01,126727300,4567300,21834000,14223800,4391400,4899100,2742800,2920800,3530320000
2013-05-02,105457100,4514800,16445100,36680500,3936200,3945100,3050400,4051600,3366950000
2013-05-03,90325200,4700100,20239900,12153500,3514000,4492700,3378700,5044000,3603910000
2013-05-06,124160400,5504800,12113000,7950900,2347800,4826500,4366700,4298500,3062240000
2013-05-07,120938300,3858400,14693200,9321900,3133700,3451000,9991000,3932600,3309580000
2013-05-08,118149500,3204300,15176200,8010700,2677000,3601700,6769900,4955000,3554700000
2013-05-09,99621900,3677500,23605900,23543700,2769300,3542300,28605000,4417600,3457400000
2013-05-10,83713000,3918600,18182600,21009300,3145300,3279200,25082600,3809500,3086470000
2013-05-13,79237200,3492000,18558100,9233800,2149500,3648400,22416900,2907700,2910600000
2013-05-14,111779500,4646500,19478800,10327800,2700000,3699700,37163900,3170300,3457790000
2013-05-15,185403400,4875100,23060400,13437200,2720500,4028100,16878700,8001600,3657440000
2013-05-16,150801000,5036700,13668400,7973500,1643500,4507000,21614000,6443200,3513130000
2013-05-17,106976100,7408900,16712900,8626200,2527300,5704100,19002200,5604800,3440710000
2013-05-20,112894600,6535200,14654200,6952800,2209000,3614500,8348400,4562300,3275080000
2013-05-21,114005500,4415400,24867600,5023500,1741200,2982900,8998200,3980700,3513560000
2013-05-22,110759600,8399700,28598200,11826900,3332000,5186800,8568000,5140300,4361020000
2013-05-23,88255300,6975700,18120200,10109400,2000300,5179100,12022200,4567200,3945510000
2013-05-24,69041700,6746300,14443900,7646400,1696300,3295800,16124200,4610700,2758080000
2013-05-28,96536300,5736000,29429000,8611600,3471000,4011500,19691900,4531900,3457400000
2013-05-29,82644100,4405800,28740600,8638900,1903400,3439400,25099500,4041800,3587140000
2013-05-30,88379900,4784400,25094300,11314500,1667500,4399700,16133700,4257200,3498620000
2013-05-31,96075700,4218700,35799800,8627500,3374300,4949000,15172000,3953500,4099600000
2013-06-03,93088100,6472900,29759400,7999600,2543900,3322000,19139600,4969900,3952070000
2013-06-04,73182200,3769800,40467000,7936600,2088600,3598300,8856100,3751100,3653840000
2013-06-05,72647400,5151000,22863800,12399900,3512300,4215400,12224800,4229300,3632350000
2013-06-06,104233500,4131700,23058700,11037400,2476300,3679400,9510900,5177400,3547380000
2013-06-07,101133900,5732900,26049300,7146300,4632600,2953400,10711600,5369200,3371990000
2013-06-10,112538300,4047500,21852200,7431500,3086500,2652300,9228600,4693000,2978730000
2013-06-11,71528100,3144100,26002900,5929900,3097800,2814400,7394000,3528300,3435710000
2013-06-12,66306800,2936500,16955600,8295100,2238900,3409800,9192700,4426100,3202550000
2013-06-13,71458100,4076500,20142600,8071400,2649800,2899500,5961600,4155200,3378620000
2013-06-14,67966500,3944400,23972700,5750500,2150800,2804500,6564700,4506700,2939400000
2013-06-17,64853600,4217400,23364400,7796000,2884000,3219900,7066200,4308500,3137080000
2013-06-18,48756400,4035700,15357900,6463500,2146100,3277800,8795300,4350000,3120980000
2013-06-19,77735000,4186900,24464500,7131000,2827500,2846100,8578900,5853600,3545060000
2013-06-20,89327700,7114800,31797500,16193300,2984000,4514800,10106500,6769200,4858850000
2013-06-21,120279600,10328800,97444100,10674900,4201000,8914800,11718600,7994300,5797280000
2013-06-24,120186500,5585200,71219500,17151500,3863800,4356200,7119800,6056300,4733660000
2013-06-25,78540700,3557900,67155500,8893400,2449600,3846200,5848700,5125500,3761170000
2013-06-26,91931000,5267300,21911600,17096300,3029500,3320200,6602600,3676400,3558340000
2013-06-27,84311500,6577700,18251500,5887700,2519500,3514200,8744900,3867300,3364540000
2013-06-28,144629100,5432500,23913900,9284500,3193300,10055800,5748600,4716100,4977190000
2013-07-01,97763400,4091200,19903400,9218800,2888200,4442400,10903600,3462400,3104690000
2013-07-02,117466300,4147000,18634900,8789000,3238200,3657700,12064100,3797000,3317130000
2013-07-03,60232200,2891700,11600000,2723800,1373000,1872600,4806700,2101700,1966050000
2013-07-05,68506200,3671700,17139100,9146300,1985400,2405400,6818700,3416500,2634140000
2013-07-08,74534600,4222700,15853600,10976300,3046700,2947500,7814200,3953700,3514590000
2013-07-09,88146100,3991800,14487500,8321300,2775600,5204200,8603300,3973500,3155360000
2013-07-10,70351400,3872700,17837100,7361200,1810200,3892000,5600100,3429500,3011010000
2013-07-11,81573100,4529800,23075400,16900900,4007300,4177500,7483600,5187700,3446340000
2013-07-12,69890800,44391800,19065700,7004000,4539300,4494700,11344000,5155600,3039070000
2013-07-15,60479300,13169900,17175600,9874300,2245600,5674700,9922400,3935600,2623200000
2013-07-16,54134500,5839100,17601900,6199900,2660200,3745300,32371900,3980700,3081710000
2013-07-17,49747600,3931800,16805500,6467700,2029700,6868400,26029000,3023400,3153440000
2013-07-18,54719700,8046400,19576400,9539300,3063800,8393400,11398100,7296100,3452370000
2013-07-19,67180400,5992000,21153500,5950300,2973100,6997600,5890300,14773700,3302580000
2013-07-22,51949100,4168800,19201200,4330000,2520700,3398000,9797800,5828100,2779130000
2013-07-23,92348900,5081600,22951700,5588600,1999600,2863800,7736400,4106600,3096180000
2013-07-24,147984200,7723500,30938800,6279100,2000500,2957900,6869000,4172500,3336120000
2013-07-25,57373400,5267100,22083700,10960500,5405800,3014300,5284300,6024600,3322500000
2013-07-26,50038100,4216100,14157900,5177300,8817500,2485100,9633100,3568600,2762770000
2013-07-29,62014400,4041800,16625400,4072600,3211800,2113700,9678900,3797800,2840520000
2013-07-30,77355600,5022700,19091300,7801900,3053400,2663200,13127000,3524300,3320530000
2013-07-31,80739400,4487800,21326100,7780500,1891300,3810000,6351700,4363200,3847390000
2013-08-01,51562700,4910800,18436200,9676400,2971700,2877700,5323600,4292700,3775170000
2013-08-02,68695900,4226200,21751400,11674300,2502600,3874000,6269900,3440600,3136630000
2013-08-05,79713900,3559200,10239000,9461800,2233200,2490900,10200700,2629100,2529300000
2013-08-06,83714400,5199900,12804200,23534800,1849000,5938500,9254500,3023400,3141210000
2013-08-07,74714500,3158600,13290600,15095500,1961000,3901700,18212200,2768600,3010230000
2013-08-08,63944300,3741400,17956300,10482300,2343400,4547600,27246800,2987000,3271660000
2013-08-09,66716300,3326500,21541600,7228400,1950300,3249600,8927700,2657200,2957670000
2013-08-12,91108500,3830800,15988300,4606400,1504500,3026500,14912200,2764200,2789160000
2013-08-13,220485300,3578300,16207800,7156700,2349900,3542900,8748900,2850200,3035560000
2013-08-14,189093100,4481100,17403800,6242400,1415000,2892300,11693800,4179900,2871430000
2013-08-15,122573500,4359400,17793700,6750800,2261400,3692400,10179200,3752300,3426690000
2013-08-16,90576500,3469100,24561800,6122200,2422500,3426400,7108100,3362700,3211450000
2013-08-19,127629600,3512200,21122800,6226500,2477400,3248900,8037700,3635300,2904530000
2013-08-20,89672100,3448900,16153300,6313300,1586300,3117800,6418200,2475100,2994090000
2013-08-21,83969900,3645600,20549500,9475000,1815300,3551000,6266300,3527700,2932180000
2013-08-22,61051900,2857800,25915800,9542400,1422600,2354300,10592400,1746200,2537460000
2013-08-23,55682900,3016100,29728700,7407500,1961900,2292700,12931900,2162200,2582670000
2013-08-26,82741400,2480400,13925200,8638000,1711700,2170400,24171100,2112800,2430670000
2013-08-27,106047200,4376900,18669800,10675100,2476000,3190700,17566900,3481100,3219190000
2013-08-28,76902000,2816300,16659000,8072500,1457100,3979200,14740100,2669700,2784010000
2013-08-29,59914400,3095400,22239100,5203900,1566400,2980900,9436000,2968000,2527550000
2013-08-30,68074300,2723800,20389100,6668000,1534700,2731000,11028400,3737100,2734300000
2013-09-03,82982200,3659800,30766900,7801400,2897600,3487200,12061100,4110400,3731610000
2013-09-04,86258200,3837500,18719300,11253400,2438600,2597900,11475700,4097600,3312150000
2013-09-05,59091900,2590500,19837600,8466600,1816600,2867600,6685300,2592100,2957110000
2013-09-06,89881400,3265200,19689900,8498300,2292000,2903500,8619700,3134800,3123880000
2013-09-09,85171800,2907600,18992500,8685900,1643600,3017200,14344500,2478300,3102780000
2013-09-10,185798900,3848000,27691300,7061000,1778400,3149600,8967800,2584700,3691800000
2013-09-11,224674100,3313700,21088000,8269700,1742600,4962900,5832500,3233200,3135460000
2013-09-12,101012800,4766800,24637200,6324000,1606200,3354800,6160000,2199100,3106290000
2013-09-13,74708900,3503400,14228600,8680400,1350600,3710400,5401200,2660600,2736500000
2013-09-16,135926700,7711200,15869100,8937900,1808400,3902400,7574900,2682900,3079800000
2013-09-17,99845200,5308300,17798800,5208200,2296500,2930900,5496900,2528200,2774240000
2013-09-18,114215500,6330600,22818400,9604300,2946400,3841800,5439700,3883800,3989760000
2013-09-19,101135300,5766700,15692200,12897000,2350900,3178100,15594600,3207600,3740130000
2013-09-20,174825700,8745400,36732100,10250100,5302300,8525900,13401700,8723000,5074030000
2013-09-23,190526700,5450200,23220100,7383600,1884900,3340800,8173400,3568000,3126950000
2013-09-24,91086100,5020000,19233000,7752300,2033600,3085300,6273400,2984600,3268930000
2013-09-25,79239300,3566600,19111300,7039200,2008600,2654500,8252700,3310200,3148730000
2013-09-26,59305400,2820400,16494200,5122100,1989900,2093600,6614400,2529200,2813930000
2013-09-27,57010100,2848900,13997900,6112500,1657500,3905500,5916400,2527000,2951700000
2013-09-30,65039100,4032900,20819700,9834400,1623600,3978200,8924700,3457600,3308630000
2013-10-01,88470900,2880700,16759800,6501100,2396400,2681200,7755900,3382100,3238690000
2013-10-02,72296000,2871900,21510000,5332200,2217400,3617100,20775400,3001700,3148600000
2013-10-03,80688300,4455100,22437300,7717500,2674800,3211800,23816500,4249800,3279650000
2013-10-04,64717100,3998000,69721900,5332000,1815000,2863600,14414000,2726100,2880270000
2013-10-07,78073100,3822000,63369000,5298700,2083200,3966400,11485600,2596800,2678490000
2013-10-08,72729300,4574000,32798400,14126800,3166200,5578300,13757200,3901800,3569230000
2013-10-09,75431300,4722200,33431200,11756900,3247400,4423500,15316500,5322400,3577840000
2013-10-10,69650700,5635400,23818100,8145200,2555100,3658900,8883900,4527400,3362300000
2013-10-11,66934700,4505500,23647400,10386000,2163100,3232600,8311100,2828300,2944670000
2013-10-14,65474500,3617800,18569600,9076500,1939100,2663100,7769600,2496400,2580580000
2013-10-15,80018400,2749700,16352900,10488200,2261100,3365100,10978500,3195600,3327740000
2013-10-16,62775300,4036900,18699800,9206800,2170700,6718000,8205400,4030200,3486180000
2013-10-17,63398300,4114200,22249600,5647800,2648400,22368900,6705000,8545000,3453590000
2013-10-18,72635500,3924200,30466400,10605200,5969800,10548000,5930800,23219400,3664890000
2013-10-21,99526700,3207900,29449400,7928700,2522300,7098700,11532100,7283700,3052710000
2013-10-22,133515900,4431200,23986400,9893900,3935500,6977300,11386700,4433700,3850840000
2013-10-23,78430800,10766300,27257600,7053600,2818200,5409400,13320400,5346300,3713380000
2013-10-24,96191200,4976200,33911200,8131900,5884700,5533300,10825700,4199700,3671700000
2013-10-25,84448000,5467600,21286500,9061100,12036800,4842800,7595500,4076100,3175720000
2013-10-28,137610200,4655800,23855600,10051800,3635800,3712700,7841700,2326000,3282300000
2013-10-29,158951800,3608700,45250300,6861100,2185400,8904600,14111700,3222000,3358460000
2013-10-30,88540900,4122100,21847100,11382300,4502200,5273700,8401800,2658000,3523040000
2013-10-31,68924100,4931800,28789000,32907800,2466800,4318100,9333800,3292200,3826530000
2013-11-01,68722500,4582400,41488500,13830600,3331000,3644500,7180600,2576100,3686290000
2013-11-04,61156900,3915800,20024000,7355000,1938400,3483300,13120400,2286000,3194870000
2013-11-05,66303300,4069200,33641900,7137800,2007100,6096800,22467100,2371500,3516680000
2013-11-06,55843900,3747700,20856300,6298000,2282300,4560700,31071700,1832600,3322100000
2013-11-07,65655100,3826800,29290300,9143400,4246300,5219500,22284700,3371700,4143200000
2013-11-08,69829200,4790900,29787300,7044600,2656900,6275000,22477900,2591100,3837170000
2013-11-11,56863100,2962200,12369600,4490600,2261700,5222300,13997600,2233500,2534060000
2013-11-12,51069200,2851000,19908700,6009800,2343100,4258500,14985200,2445200,3221030000
2013-11-13,49305200,3577100,22327200,8024200,2773300,4704400,12658300,3170500,3327480000
2013-11-14,70604800,3279600,13851200,5846900,4159800,6321500,12203700,2342100,3139060000
2013-11-15,79480100,4495100,17685500,5874900,4491600,5176100,9900200,2562100,3254820000
2013-11-18,61236000,8158800,15037700,7189500,2737400,5344900,23138200,3532500,3168520000
2013-11-19,52234700,3954000,12493700,12505000,1904800,4577000,19816200,2271600,3224450000
2013-11-20,48479200,8634900,17441400,9383900,1771500,3645800,13849600,1934500,3109140000
2013-11-21,65506700,4700600,23017700,9526700,1964600,4459500,11903800,2191700,3256630000
2013-11-22,55931400,4290200,16080400,4434800,2965500,7610200,11096700,2517700,3055140000
2013-11-25,57327900,7181700,14068600,5838700,2972300,7161900,10267300,3238000,2998540000
2013-11-26,100345700,4200800,14180900,4994400,2724400,5756000,13885500,4589600,3427120000
2013-11-27,90862100,3350900,11471300,7844500,2269700,4596500,12367600,2255500,2613590000
2013-11-29,79531900,1680900,9284700,4107000,2406000,2870500,9716200,2394400,1598300000
2013-12-02,118136200,3378100,23703700,7480500,4714000,4560000,7751200,2756600,3095430000
2013-12-03,112742000,5171900,17551000,8785300,3702900,5864000,25682400,3364700,3475680000
2013-12-04,94452400,5137100,27221600,9932400,2355300,5267400,13147700,2392000,3610540000
2013-12-05,111895000,3665100,25106700,7514800,1906500,4384900,9288400,2275800,3336880000
2013-12-06,86088100,5341800,19544900,11146000,1984700,4739800,7909600,2868200,3150030000
2013-12-09,80123400,3799000,18035700,10995800,2761800,3796600,9061500,2976200,3129500000
2013-12-10,69567400,4061300,18389100,8995800,2736800,4127800,10748200,3721600,3117150000
2013-12-11,89929700,3358300,27491400,11080100,2451300,4090400,7137800,3436400,3472240000
2013-12-12,65572500,3617700,21927000,11618400,2123700,5671600,10767800,3204800,3306640000
2013-12-13,83205500,3139400,24862800,7919000,3025000,4184400,10591900,4340900,3061070000
2013-12-16,70648200,3979500,21348700,14243400,2251700,7517000,6675300,3216000,3209890000
2013-12-17,57475600,6753000,23472800,19779500,2343900,5471900,10495000,3082800,3270030000
2013-12-18,141465800,5632400,25849700,16643600,3489100,5697700,11581900,4437100,4327770000
2013-12-19,80077200,3177100,20043000,8514900,2427200,5927000,12740000,3343800,3497210000
2013-12-20,109103400,5454600,34022200,11529400,5033900,7653500,7412600,6547600,5097700000
2013-12-23,125326600,2945100,19954900,6849400,2659500,4079900,5385500,3456000,2851540000
2013-12-24,41888700,1203200,7960000,4453200,1380400,1613600,9941500,1473800,1307630000
2013-12-26,51002000,2161300,11024400,5950300,1868500,3325700,7129500,2685500,1982270000
2013-12-27,56471100,2204600,14111600,3449300,1986900,3381600,5460200,3151100,2052920000
2013-12-30,63407400,2403500,14464600,4937500,2487100,3018600,4467500,2481300,2293860000
2013-12-31,55771100,2096000,18425400,5222500,1996500,3619700,4262400,2725900,2312840000
2014-01-02,58671200,3366700,20229900,8408700,2137800,4546500,6188400,3656400,3080600000
2014-01-03,98116900,3177400,24618300,5950800,2210200,4063200,4695000,3345800,2774270000
2014-01-06,103152700,4196500,20791500,15380300,3170600,4067800,5361100,3551800,3294850000
2014-01-07,79302300,4238500,25725100,17874100,1916000,5932300,5034100,5124300,3511750000
2014-01-08,64632400,4236100,37745500,12720300,2316500,4603700,6163200,4501700,3652140000
2014-01-09,69787200,4052500,36082200,13690400,2103000,4321300,5382000,4184500,3581150000
2014-01-10,76244000,4549500,25342100,11584900,2679500,4022400,7446100,4302900,3335710000
2014-01-13,94623200,4462400,29281000,18586300,2844900,5784700,6316100,4855800,3591350000
2014-01-14,83140400,8441600,22883600,12967900,2340100,4619200,27607000,4983700,3353270000
2014-01-15,97909700,3030800,25786400,11637100,2678300,4816500,20465600,3915000,3777800000
2014-01-16,57319500,3062900,16239000,8326200,2601200,4770300,11959400,3380300,3491310000
